526.971	24.8718
526.976	26.7949
526.981	27.5641
526.986	24.2308
526.991	26.1538
526.996	27.1795
527.001	25.1282
527.006	25.641
527.011	30.2564
527.016	28.4615
527.021	27.8205
527.026	24.7436
527.031	29.359
527.036	26.7949
527.041	25.1282
527.046	25.8974
527.051	30.2564
527.056	23.2051
527.061	28.4615
527.066	24.7436
527.071	23.5897
527.076	25.5128
527.081	25.8974
527.086	26.9231
527.091	24.8718
527.096	24.359
527.101	24.8718
527.106	28.8462
527.111	26.282
527.116	28.4615
527.121	27.8205
527.126	26.282
527.131	23.7179
527.136	26.6667
527.141	28.2051
527.146	27.3077
527.151	25.5128
527.156	29.4872
527.161	24.8718
527.166	26.9231
527.171	26.5385
527.176	24.4872
527.181	26.4103
527.186	26.4103
527.191	27.9487
527.196	27.5641
527.201	26.7949
527.206	27.0513
527.211	24.1026
527.216	28.3333
527.221	29.2308
527.226	28.7179
527.231	30.5128
527.236	30.8974
527.241	28.4615
527.246	25.7692
527.251	27.0513
527.256	26.1538
527.261	27.1795
527.266	27.8205
527.271	23.2051
527.276	25
527.281	27.1795
527.286	24.359
527.291	29.6154
527.296	27.3077
527.301	25.2564
527.306	26.6667
527.311	27.5641
527.316	27.6923
527.321	28.9744
527.326	24.8718
527.331	23.8462
527.336	24.8718
527.341	28.3333
527.346	31.1538
527.351	21.6667
527.356	28.9744
527.361	26.1538
527.366	25.7692
527.371	27.1795
527.376	29.6154
527.381	27.8205
527.386	26.1538
527.391	22.5641
527.396	24.7436
527.401	26.1538
527.406	27.1795
527.411	24.1026
527.416	29.4872
527.421	30
527.426	21.9231
527.431	31.1538
527.436	30.641
527.441	25.1282
527.446	26.5385
527.451	29.6154
527.456	27.0513
527.461	25
527.466	23.8461
527.471	23.4615
527.476	26.0256
527.481	27.4359
527.486	25.5128
527.491	27.1795
527.496	24.6154
527.501	27.6923
527.506	24.8718
527.511	25
527.516	27.6923
527.521	28.2051
527.526	29.2308
527.531	27.1795
527.536	28.0769
527.541	28.3333
527.546	27.1795
527.551	31.0256
527.556	27.6923
527.561	28.4615
527.566	26.5385
