649.44	37.9487
649.444	48.2051
649.448	44.8718
649.452	47.6923
649.455	42.0513
649.459	43.3333
649.463	50.2564
649.467	49.2308
649.471	44.359
649.475	50
649.479	46.1538
649.482	45.641
649.486	46.6667
649.49	46.4103
649.494	47.1795
649.498	44.1026
649.502	43.5897
649.506	51.5385
649.509	44.8718
649.513	46.1538
649.517	40.2564
649.521	47.1795
649.525	54.359
649.529	46.9231
649.533	56.4103
649.536	43.8462
649.54	47.4359
649.544	46.4103
649.548	41.7949
649.552	53.5898
649.556	44.8718
649.56	56.4103
649.563	51.7949
649.567	39.2308
649.571	49.7436
649.575	43.8461
649.579	53.8462
649.583	52.0513
649.587	46.9231
649.59	45.641
649.594	57.4359
649.598	52.8205
649.602	50.5128
649.606	62.3077
649.61	56.6667
649.614	49.4872
649.617	50.2564
649.621	49.4872
649.625	50
649.629	53.8462
649.633	53.0769
649.637	50.7692
649.641	44.359
649.644	56.9231
649.648	44.6154
649.652	52.8205
649.656	55.641
649.66	41.7949
649.664	45.8974
649.668	45.3846
649.671	51.2821
649.675	48.9744
649.679	49.2308
649.683	46.6667
649.687	50.7692
649.691	47.4359
649.695	48.4615
649.698	42.3077
649.702	45.8974
649.706	42.0513
649.71	49.7436
649.714	52.5641
649.718	50.5128
649.721	48.4615
649.725	47.6923
649.729	50.7692
649.733	44.359
649.737	53.8461
649.741	35.641
649.745	38.4615
649.748	47.9487
649.752	50.7692
649.756	37.6923
649.76	42.8205
649.764	43.3333
649.768	50.2564
649.772	48.9744
649.775	47.4359
649.779	47.4359
649.783	42.8205
649.787	45.641
649.791	43.3333
649.795	47.6923
649.799	50.7692
649.802	50.7692
649.806	46.9231
649.81	58.718
649.814	57.9487
649.818	53.3333
649.822	54.1026
649.826	51.2821
649.829	53.3333
649.833	52.3077
649.837	43.5897
649.841	49.7436
649.845	47.9487
649.849	42.5641
649.852	45.3846
649.856	50.7692
649.86	46.4103
649.864	50.7692
649.868	45.1282
649.872	42.0513
649.876	49.4872
649.879	50.7692
649.883	45.8974
649.887	41.0256
649.891	50.2564
649.895	44.1026
649.899	36.1539
649.903	43.3333
649.906	41.5385
649.91	51.0256
649.914	44.8718
649.918	47.4359
649.922	42.0513
649.926	47.1795
649.93	44.8718
649.933	37.4359
649.937	50.5128
649.941	53.5897
649.945	42.8205
649.949	46.9231
649.953	47.9487
649.956	45.8974
649.96	54.8718
649.964	49.2308
649.968	49.7436
649.972	38.4615
649.976	48.9744
649.979	45.641
649.983	53.3333
649.987	52.0513
649.991	52.3077
649.995	51.0256
649.999	49.2308
650.003	41.5385
650.006	54.359
650.01	56.6667
650.014	53.8461
650.018	55.641
650.022	57.6923
650.026	49.4872
650.029	50.7692
650.033	48.2051
650.037	48.4615
650.041	46.4103
650.045	46.4103
650.049	49.2308
650.053	42.8205
650.056	47.4359
650.06	38.4615
650.064	44.359
650.068	39.2308
650.072	46.9231
650.076	43.0769
650.079	48.4615
650.083	39.2308
650.087	48.4615
650.091	46.4103
650.095	51.2821
650.099	55.1282
650.103	41.7949
650.106	42.0513
650.11	47.1795
650.114	44.359
650.118	41.7949
650.122	52.8205
650.126	48.2051
650.129	44.359
650.133	46.4103
650.137	48.9744
650.141	42.3077
650.145	51.2821
650.149	53.5897
650.153	51.2821
650.156	52.0513
650.16	54.6154
650.164	44.359
650.168	48.9744
650.172	47.6923
650.176	51.5385
650.179	46.9231
650.183	40
650.187	52.8205
650.191	45.641
650.195	54.1026
650.199	50.5128
650.202	46.9231
650.206	56.9231
650.21	56.6667
650.214	55.8974
650.218	58.7179
650.222	63.5897
650.226	64.359
650.229	53.3333
650.233	59.4872
650.237	42.3077
650.241	50
650.245	45.641
650.249	42.8205
650.252	43.5897
650.256	46.1538
650.26	46.9231
650.264	48.9744
650.268	45.8974
650.272	46.9231
650.275	40.5128
650.279	47.6923
650.283	43.3333
650.287	48.4615
650.291	53.5897
650.295	43.0769
650.298	46.6667
650.302	51.282
650.306	41.7949
650.31	47.4359
650.314	46.9231
650.318	41.5385
650.322	45.641
650.325	43.8462
650.329	49.4872
650.333	49.2308
650.337	50.7692
650.341	41.5385
650.345	41.5385
650.348	50
650.352	43.8462
650.356	45.8974
650.36	43.3333
650.364	40
650.368	44.1026
650.371	51.2821
650.375	40.5128
650.379	46.4103
650.383	46.1538
650.387	52.8205
650.391	45.1282
650.394	48.4615
650.398	49.2308
650.402	52.0513
650.406	48.4615
650.41	46.4103
650.414	58.2051
650.417	70
650.421	66.6667
650.425	78.718
650.429	60
650.433	52.0513
650.437	57.6923
650.44	48.9744
650.444	56.4103
650.448	52.0513
650.452	53.0769
650.456	36.4103
650.46	48.2051
650.464	49.4872
650.467	50
650.471	53.8462
650.475	41.7949
650.479	51.7949
650.483	51.7949
650.486	40.5128
650.49	43.8462
650.494	50.5128
650.498	48.4615
650.502	53.8461
650.506	53.0769
