649.439	32.6923
649.443	31.9231
649.447	31.6667
649.451	32.5641
649.455	30.7692
649.459	32.4359
649.462	32.3077
649.466	32.9487
649.47	32.9487
649.474	34.7436
649.478	30.3846
649.482	30.7692
649.486	30.8974
649.489	30.1282
649.493	30.3846
649.497	32.3077
649.501	28.3333
649.505	28.5897
649.509	27.8205
649.513	32.1795
649.516	32.9487
649.52	32.6923
649.524	32.5641
649.528	28.7179
649.532	35.3846
649.536	30.2564
649.54	29.8718
649.543	36.0256
649.547	31.7949
649.551	31.0256
649.555	29.7436
649.559	31.2821
649.563	33.5897
649.567	29.2308
649.57	33.0769
649.574	28.9744
649.578	36.2821
649.582	33.5897
649.586	33.9744
649.59	32.5641
649.594	30.1282
649.597	29.359
649.601	35.641
649.605	27.9487
649.609	34.1026
649.613	29.6154
649.617	30.641
649.621	33.5897
649.624	28.4615
649.628	32.0513
649.632	31.7949
649.636	34.2308
649.64	35.8974
649.644	32.6923
649.648	33.4615
649.651	31.9231
649.655	32.3077
649.659	32.6923
649.663	30.641
649.667	31.9231
649.671	31.1539
649.675	31.1538
649.678	27.5641
649.682	28.4615
649.686	28.2051
649.69	30.5128
649.694	31.6667
649.698	31.9231
649.702	28.5897
649.705	28.0769
649.709	31.6667
649.713	30.3846
649.717	33.4615
649.721	31.5385
649.725	29.4872
649.729	33.4615
649.732	33.2051
649.736	30
649.74	32.1795
649.744	34.1026
649.748	34.2308
649.752	31.282
649.755	28.4615
649.759	30.3846
649.763	31.9231
649.767	30.7692
649.771	29.7436
649.775	32.5641
649.779	28.3333
649.782	31.4103
649.786	28.4615
649.79	31.5385
649.794	30.641
649.798	30.8974
649.802	33.0769
649.806	33.2051
649.809	32.1795
649.813	31.7949
649.817	29.2308
649.821	29.359
649.825	30.1282
649.829	33.2051
649.833	32.9487
649.836	35.3846
649.84	32.0513
649.844	33.7179
649.848	33.7179
649.852	31.9231
649.856	31.2821
649.859	33.7179
649.863	33.2051
649.867	33.5897
649.871	30.7692
649.875	32.6923
649.879	30.8974
649.883	34.359
649.886	31.9231
649.89	32.1795
649.894	33.8462
649.898	28.5897
649.902	34.6154
649.906	30.3846
649.91	25.2564
649.913	33.2051
649.917	27.4359
649.921	30.1282
649.925	30.2564
649.929	30.5128
649.933	32.3077
649.937	29.4872
649.94	35.3846
649.944	30.3846
649.948	26.9231
649.952	33.0769
649.956	33.2051
649.96	34.1026
649.963	32.3077
649.967	30
649.971	32.0513
649.975	31.6667
649.979	31.4103
649.983	34.7436
649.987	32.4359
649.99	30
649.994	32.8205
649.998	29.7436
650.002	27.6923
650.006	30.3846
650.01	30.7692
650.013	28.2051
650.017	30.7692
650.021	29.6154
650.025	33.2051
650.029	32.8205
650.033	32.0513
650.036	30.5128
650.04	30.641
650.044	27.9487
650.048	29.7436
650.052	32.1795
650.056	28.3333
650.06	32.4359
650.063	32.5641
650.067	30.7692
650.071	29.4872
650.075	31.5385
650.079	31.5385
650.083	32.5641
650.086	29.8718
650.09	32.5641
650.094	30.2564
650.098	31.2821
650.102	32.4359
650.106	32.1795
650.11	34.2308
650.113	35
650.117	31.1538
650.121	27.8205
650.125	33.4615
650.129	32.5641
650.133	30.1282
650.136	30.1282
650.14	30.7692
650.144	33.0769
650.148	30.5128
650.152	33.9744
650.156	30.1282
650.16	33.718
650.163	33.4615
650.167	32.1795
